id,created_time,note,created_by_id,lab_request_id
638,2024-12-13 15:12:38.935432,CUMB-2B-4-24-1212 is very damaged. Please assess ASAP if can be shortened length testing or needs to be a micro.,8,320
639,2024-12-13 15:40:45.834660,Product Spec S14-15STc Cell Type 110 Target Length 97 AP 2445,8,321
640,2024-12-13 15:40:57.912397,expected K - 74,8,321
641,2024-12-14 17:33:35.071326,2 LAYER TEST! This is a full pilot test.,8,322
642,2024-12-14 17:35:54.369507,Product Spec CM33ST (or maybe CM33TB) AP - 1075 Length 480 x 2,8,322
643,2024-12-14 17:36:27.977566,K 30-40 (chromium deactivation),8,322
644,2024-12-15 14:29:28.378277,S14-15STb AP 2445 Length 79,8,323
645,2024-12-15 14:30:14.599201,expected K 75,8,323
646,2024-12-15 15:02:17.542436,CM21+ 247mm K-48,8,324
647,2024-12-15 16:05:36.458117,AP=351 pitch 5.7 L2 length = 630mm L3 length = 700 mm,8,325
648,2024-12-15 16:07:44.875973,Kest is 27 for L2 and 23 for L3,8,325
649,2024-12-16 12:15:52.341435,NO2 does need to be included,11,326
650,2024-12-16 12:17:37.312681,City of Roseville CM21+ AP 1668 L 436 prev k 65,11,326
651,2024-12-16 13:01:23.439029,Dominion CM21ST AP 1709 L 249 prev k 66,11,327
652,2024-12-16 13:30:39.747896,Imperial S14-15STb AP 2445 L 83 prev k 87,11,328
653,2024-12-16 13:56:39.787370,2 LAYER TEST,11,276
654,2024-12-16 14:18:13.490699,Lakeland S21-15STa L 167,11,329
655,2025-01-02 12:32:05.064421,"Ko lab was 89, Ko design was 82. Est. K ~80",8,330
656,2025-01-02 12:32:37.896642,Product Spec S14-15STc Target Length	87 Target AP 2445,8,330
657,2025-01-02 13:01:58.635175,Product Spec CM21 Target Length 195 Target AP 1629,8,331
658,2025-01-02 13:02:24.768471,K guess 64,8,331
659,2025-01-02 16:29:11.708573,"Ramp test!! CO ox at 204.4, 260, 315.6, 371.1, 426.7 C",8,332
660,2025-01-02 16:31:13.924252,"The SV target is 151,000/hr and the Ugs is based on the sample depth being 90mm. If the depth measured in setting up test is different than 90mm, then Ugs will need to be adjusted. Please discuss with Mark Conger.",8,332
661,2025-01-02 16:32:33.320914,Sample will need to be cut from the larger sample.,8,332
662,2025-01-03 13:55:15.588996,Unit 1 | Layer 1 | Pitch = 5.7 | AP = 351 | Cass. Length = 630 | Full Length = 1260,27,333
663,2025-01-03 13:55:30.452335,Unit 1 | Layer 2 | Pitch = 5.7 | AP = 351 | Cass. Length = 630 | Full Length = 1260,27,333
664,2025-01-03 13:55:41.786087,Unit 1 | Layer 3 | Pitch = 5.7 | AP = 351 | Cass. Length = 630 | Full Length = 1260,27,333
665,2025-01-03 13:55:51.372083,Unit 1 | Layer 4 | Pitch = 5.7 | AP = 351 | Cass. Length = 630 | Full Length = 1260,27,333
666,2025-01-03 15:03:48.511826,Dominion CO plate L 77,11,334
667,2025-01-03 15:03:55.504079,**5 POINT CO TEST - 240 275 310 345 380 C**,11,334
668,2025-01-06 11:27:08.110212,"Samples 1 and 2 are 1350 length, Samples 3 and 6 are 1325 length, Samples 4 and 5 are 1300 length",28,335
669,2025-01-06 11:28:13.599799,All samples are CM082 --> 426 m2/m3,28,335
670,2025-01-06 13:50:46.224147,This is Johnson Mathey Catalyst. AP=1655 (2.1mm pitch) Design L-190mm K guess 72,8,338
671,2025-01-06 14:17:41.098339,Dominion CM21+ 1668 L 200 prev 65,11,339
672,2025-01-07 17:03:59.833640,Calpine CM21 1629 L 245,11,340
673,2025-01-09 13:36:36.551505,Lab should determine the AP,34,341
674,2025-01-09 13:37:54.476092,Expected K 35 to 39 Nm/hr,34,341
675,2025-01-10 12:09:14.125296,AP = 539 m2/m3,34,342
676,2025-01-10 12:09:54.682870,Expected K = 33 to 36 m/hr,34,342
677,2025-01-13 10:37:56.717792,S14-15STb AP 2425 L 104 prev k 72,11,343
678,2025-01-13 14:54:32.823119,2nd Test Sample Element ID TBD.,6,347
679,2025-01-13 15:47:08.959959,DeNOx and CO Oxidation conditions can be combined into 1 single condition.,6,350
680,2025-01-14 08:23:38.418832,SO2 target is 2378 ppm,8,320
681,2025-01-14 09:40:37.982649,"Generic Sample ID, actual Sample ID TBD.",6,351
682,2025-01-14 09:48:31.384730,"Generic Sample ID, actual Sample ID TBD.",6,352
683,2025-01-14 09:56:07.571912,See STOMPI for complete test conditions.,6,353
684,2025-01-14 11:23:40.274900,See STOMPI for complete test conditions.,6,354
685,2025-01-14 11:27:27.887877,See STOMPI for complete test conditions.,6,355
686,2025-01-14 11:31:42.833975,See STOMPI for complete test conditions.,6,356
687,2025-01-14 11:56:01.458789,See STOMPI for complete test conditions.,6,357
688,2025-01-14 13:35:36.954047,See STOMPI for complete test conditions.,6,358
689,2025-01-14 14:59:52.761306,See STOMPI for complete test conditions.,6,359
690,2025-01-14 15:11:13.167687,See STOMPI for complete test conditions.,6,360
691,2025-01-14 15:14:17.796982,See STOMPI for complete test conditions.,6,361
692,2025-01-14 15:16:37.058125,Plate Pitch 5.7 Length 630mm,29,345
693,2025-01-14 15:31:52.175072,"The Ugs is based on the inspection depth of 39mm. If sample is not 39mm in depth, the ugs will need to be changed to hit the SV of 325,000/hr",8,363
694,2025-01-14 15:33:15.665049,"5 Temps needs @ 204.4, 260.0, 315.6, 371.1, 426.7 C",8,363
695,2025-01-14 15:51:27.195931,Plate Pitch 5.7 Length 630mm,29,362
696,2025-01-14 16:01:29.115800,Plate Pitch 5.7 Length 625mm,29,364
697,2025-01-14 16:05:21.147610,See STOMPI for complete test conditions.,6,365
698,2025-01-14 16:10:47.826822,See STOMPI for complete test conditions.,6,367
699,2025-01-14 16:19:38.568361,See STOMPI for complete test conditions.,6,368
700,2025-01-14 16:25:05.990918,See STOMPI for complete test conditions.,6,369
701,2025-01-14 16:26:46.503613,K estimated to be 48,1,366
702,2025-01-14 16:29:03.481908,See STOMPI for complete test conditions.,6,370
703,2025-01-14 16:33:00.627125,See STOMPI for complete test conditions.,6,371
704,2025-01-14 16:37:24.430117,Prequal for TVA Kingston,1,366
705,2025-01-14 20:02:56.516621,"Ugs was determined by depth of 82mm, if length is anything other than this, then Ugs needs to be adjusted to keep SV at 125,000/hr",8,372
706,2025-01-14 20:03:38.186260,"Please determine CO ox at: 176.7, 232.2, 287.8, 343.3, 426.7 C",8,372
707,2025-01-14 21:15:07.412110,No SV to check on this one! Ugs is set.,8,373
708,2025-01-14 21:15:45.578612,"Please obtain CO ox at 176.7, 232.2, 287.8, 343.3, 426.7 C",8,373
709,2025-01-15 09:43:47.333140,See STOMPI for complete test conditions.,6,374
710,2025-01-15 09:49:02.277014,See STOMPI for complete test conditions.,6,375
711,2025-01-15 09:53:33.927718,See STOMPI for complete test conditions.,6,376
712,2025-01-15 11:15:05.231334,See STOMPI for complete test conditions.,6,377
713,2025-01-15 11:19:19.517471,See STOMPI for complete test conditions.,6,378
714,2025-01-15 11:19:26.684794,"Generic Sample ID, actual Sample ID TBD.",6,378
715,2025-01-15 11:22:41.619709,See STOMPI for complete test conditions.,6,379
716,2025-01-15 11:22:45.294736,"Generic Sample ID, actual Sample ID TBD.",6,379
717,2025-01-15 11:27:09.119508,See STOMPI for complete test conditions.,6,380
718,2025-01-15 11:27:13.199360,"Generic Sample ID, actual Sample ID TBD.",6,380
719,2025-01-15 11:30:23.205086,See STOMPI for complete test conditions.,6,381
720,2025-01-15 11:30:26.673906,"Generic Sample ID, actual Sample ID TBD.",6,381
721,2025-01-15 11:34:00.219728,See STOMPI for complete test conditions.,6,382
722,2025-01-15 11:34:12.991272,.,6,382
723,2025-01-15 11:37:34.366519,See STOMPI for complete test conditions.,6,383
724,2025-01-15 11:37:39.488809,"Generic Sample ID, actual Sample ID TBD.",6,383
725,2025-01-15 11:47:12.118201,See STOMPI for complete test conditions.,6,384
726,2025-01-15 11:50:05.779447,See STOMPI for complete test conditions.,6,385
727,2025-01-15 11:50:09.274474,"Generic Sample ID, actual Sample ID TBD.",6,385
728,2025-01-15 11:53:17.871801,See STOMPI for complete test conditions.,6,386
729,2025-01-15 11:55:55.612456,See STOMPI for complete test conditions.,6,387
730,2025-01-15 11:58:14.691872,See STOMPI for complete test conditions.,6,388
731,2025-01-15 16:40:29.161502,Product Spec CM14ST Target Length 84 Target AP 2350,8,389
732,2025-01-15 16:40:54.803151,K estimate - 85,8,389
733,2025-01-16 13:25:08.523297,Steele Creek Format Reporting is required for these.,8,390
734,2025-01-16 13:25:17.122625,Please add actual face velocity to report (5.3m/s) and report for 735 deg F instead of deg C,8,390
735,2025-01-16 13:27:06.872689,expected K L1: 38 L2:29 L3:17,8,390
736,2025-01-16 13:28:25.414431,All plates are ~5.7mm pitch,8,390
737,2025-01-16 16:10:43.636078,Product Spec CM21 Length 215 Target AP 1629,8,392
738,2025-01-16 16:11:07.667768,K estimate - 63,8,392
739,2025-01-17 16:39:42.068481,CERAM HC Pitch 6.7 mm || Length 1130 mm || AP 511 m2/m3,29,393
740,2025-01-21 12:50:49.426190,See STOMPI for complete test conditions.,6,396
741,2025-01-21 13:05:34.647595,See STOMPI for complete test conditions.,6,397
742,2025-01-21 13:05:41.250315,"Generic Sample ID, actual Sample ID TBD.",6,397
743,2025-01-21 13:06:23.968618,"1st layer is ST catalyst (6376), 2nd layer is M3c catalyst (6381).",6,397
744,2025-01-21 14:11:16.383078,See STOMPI for complete test conditions.,6,398
745,2025-01-21 14:12:03.025593,"Load PN 6318 (ET Material) as 1st layer, PN 6317 (MM Material) as 2nd layer.",6,398
746,2025-01-21 14:19:57.226270,See STOMPI for complete test conditions.,6,399
747,2025-01-21 14:31:32.041999,See STOMPI for complete test conditions.,6,400
748,2025-01-21 14:31:37.358272,"Generic Sample ID, actual Sample ID TBD.",6,400
749,2025-01-21 14:40:36.018267,See STOMPI for complete test conditions.,6,401
750,2025-01-21 14:40:40.518665,"Generic Sample ID, actual Sample ID TBD.",6,401
751,2025-01-21 14:43:37.043461,See STOMPI for complete test conditions.,6,402
752,2025-01-21 14:43:40.667542,"Generic Sample ID, actual Sample ID TBD.",6,402
753,2025-01-21 14:47:57.881350,See STOMPI for complete test conditions.,6,403
754,2025-01-21 14:48:02.925390,"Generic Sample ID, actual Sample ID TBD.",6,403
755,2025-01-21 14:53:08.163068,See STOMPI for complete test conditions.,6,404
756,2025-01-21 14:53:12.254892,"Generic Sample ID, actual Sample ID TBD.",6,404
757,2025-01-21 14:58:09.767611,Also need to run S12-17MTc Standard Activity Test Condition.,6,401
758,2025-01-22 09:49:24.780140,See STOMPI for complete test conditions.,6,405
759,2025-01-22 09:49:28.823257,"Generic Sample ID, actual Sample ID TBD.",6,405
760,2025-01-22 09:56:05.429725,See STOMPI for complete test conditions.,6,406
761,2025-01-22 09:56:10.352671,"Generic Sample ID, actual Sample ID TBD.",6,406
762,2025-01-22 10:01:17.119755,See STOMPI for complete test conditions.,6,407
763,2025-01-22 10:01:21.088793,"Generic Sample ID, actual Sample ID TBD.",6,407
764,2025-01-22 10:25:08.320509,See STOMPI for complete test conditions.,6,408
765,2025-01-22 10:25:12.691395,"Generic Sample ID, actual Sample ID TBD.",6,408
766,2025-01-22 10:28:33.835656,See STOMPI for complete test conditions.,6,409
767,2025-01-22 10:28:37.549796,"Generic Sample ID, actual Sample ID TBD.",6,409
768,2025-01-22 10:31:58.989693,See STOMPI for complete test conditions.,6,410
769,2025-01-22 10:32:03.978319,"Generic Sample ID, actual Sample ID TBD.",6,410
770,2025-01-22 12:21:06.696518,See STOMPI for complete test conditions.,6,411
771,2025-01-22 12:21:10.288294,"Generic Sample ID, actual Sample ID TBD.",6,411
772,2025-01-22 12:23:48.065694,See STOMPI for complete test conditions.,6,412
773,2025-01-22 12:23:52.688000,"Generic Sample ID, actual Sample ID TBD.",6,412
774,2025-01-22 12:26:22.244847,See STOMPI for complete test conditions.,6,413
775,2025-01-22 12:26:27.768095,"Generic Sample ID, actual Sample ID TBD.",6,413
776,2025-01-22 12:29:12.733666,See STOMPI for complete test conditions.,6,414
777,2025-01-22 12:29:17.049001,"Generic Sample ID, actual Sample ID TBD.",6,414
778,2025-01-22 12:33:03.900630,See STOMPI for complete test conditions.,6,415
779,2025-01-22 12:33:07.780314,"Generic Sample ID, actual Sample ID TBD.",6,415
780,2025-01-22 12:36:40.454516,See STOMPI for complete test conditions.,6,416
781,2025-01-22 12:36:43.850170,"Generic Sample ID, actual Sample ID TBD.",6,416
782,2025-01-22 15:49:11.247600,See STOMPI for complete test conditions.,6,417
783,2025-01-22 16:00:25.103822,See STOMPI for complete test conditions.,6,418
784,2025-01-22 16:02:22.563520,"Generic Sample ID entered for LL4, actual Sample ID TBD.",6,418
785,2025-01-22 16:11:06.129757,See STOMPI for complete test conditions.,6,419
786,2025-01-22 16:29:50.070963,See STOMPI for complete test conditions.,6,420
787,2025-01-22 16:29:55.371859,"Generic Sample ID, actual Sample ID TBD.",6,420
788,2025-01-22 16:35:17.983345,See STOMPI for complete test conditions.,6,421
789,2025-01-22 16:38:56.230315,See STOMPI for complete test conditions.,6,422
790,2025-01-23 09:53:13.205274,See STOMPI for complete test conditions.,6,423
791,2025-01-23 09:53:22.410375,"Generic Sample IDs, actual Sample IDs TBD.",6,423
792,2025-01-23 10:00:09.758298,See STOMPI for complete test conditions.,6,424
793,2025-01-23 10:00:17.652435,"Generic Sample IDs, actual Sample IDs TBD.",6,424
794,2025-01-23 10:06:38.128630,See STOMPI for complete test conditions.,6,425
795,2025-01-23 10:06:45.588155,"Generic Sample IDs, actual Sample IDs TBD.",6,425
796,2025-01-23 10:19:04.941727,See STOMPI for complete test conditions.,6,426
797,2025-01-23 10:19:10.283373,"Generic Sample ID, actual Sample ID TBD.",6,426
798,2025-01-23 10:21:51.963141,See STOMPI for complete test conditions.,6,427
799,2025-01-23 10:21:55.834994,"Generic Sample ID, actual Sample ID TBD.",6,427
800,2025-01-23 10:26:38.592929,See STOMPI for complete test conditions.,6,428
801,2025-01-23 10:26:43.626073,"Generic Sample IDs, actual Sample IDs TBD.",6,428
802,2025-01-23 10:37:00.039942,See STOMPI for complete test conditions.,6,429
803,2025-01-23 10:37:04.642308,"Generic Sample IDs, actual Sample IDs TBD.",6,429
804,2025-01-23 10:42:03.526098,See STOMPI for complete test conditions.,6,430
805,2025-01-23 10:42:07.781658,"Generic Sample IDs, actual Sample IDs TBD.",6,430
806,2025-01-23 10:45:49.794154,See STOMPI for complete test conditions.,6,431
807,2025-01-23 10:45:53.971733,"Generic Sample ID, actual Sample ID TBD.",6,431
808,2025-01-23 10:48:30.419487,See STOMPI for complete test conditions.,6,432
809,2025-01-23 10:48:34.911889,"Generic Sample ID, actual Sample ID TBD.",6,432
810,2025-01-23 15:19:03.537401,Dominion CO plate L 57,11,433
811,2025-01-23 15:19:18.813424,**5 POINT CO TEST - 240 275 310 345 380 C**,11,433
812,2025-01-23 16:57:48.282983,Target Length 361 Target AP 1668 CM21+,8,434
813,2025-01-23 16:58:06.652413,K guess 55,8,434
814,2025-01-29 15:25:12.444310,Must cut 2 samples from the element for the 1/4 bench.,8,435
815,2025-01-29 15:25:44.625063,2 Layers!,8,435
816,2025-01-29 15:27:02.722043,Product Spec CM33T Target Length 340 Target AP 1065,8,435
817,2025-01-29 15:27:19.947723,K guess - 51,8,435
818,2025-01-30 15:59:55.582236,Temperature decreased to match order 2500044.  Will give slightly conservative results for solaris.,1,336
819,2025-01-30 16:12:57.503688,**5 POINT CO TEST - 240 275 310 345 380 C**,11,437
820,2025-01-30 16:15:00.965778,OGE S21-15MPb AP 1709 L 165,11,437
821,2025-01-30 16:15:13.814266,Please run the CO ramp first,11,437
822,2025-01-30 17:19:49.502700,"Element is only 143 mm, so FF and 'rear' are requested. This request is expedited. A separate order for activity testing will be entered.",8,438
823,2025-01-30 17:29:42.041661,S14-15MTb 144mm AP 2445,8,439
824,2025-01-30 17:30:33.581406,No K guess as I don't have hours or prior testing. Ko design was 42,8,439
825,2025-01-30 18:38:31.624265,Plate Pitch 5.7 Length 630mm,29,394
826,2025-01-31 14:39:59.184335,See STOMPI for complete test conditions.,6,440
827,2025-02-05 11:57:46.037129,Plate || Pitch 5.7mm || Length 625 mm || AP 351,29,442
828,2025-02-05 12:00:03.089459,Plate || Pitch 5.7mm || Length 625 mm || AP 351,29,443
829,2025-02-05 12:11:09.760992,Please lightly clean sample prior to testing.  Will need to test on 1/4 bench,8,391
830,2025-02-05 12:12:32.044817,S33-15STa 744mm K in range of 38-58,8,391
831,2025-02-05 15:08:15.798540,Please only test this if there are sections available OTHER than the quarter bench section.,11,445
832,2025-02-05 16:36:35.365585,"There is only 1 test needed. I could not delete the 2nd test, but the conditions are the same.",8,391
833,2025-02-07 13:18:56.223623,S12-17STc Target Length 72 Target AP 2725,8,446
834,2025-02-07 13:19:17.147096,K expected 90-98 based on Ko @98.,8,446
835,2025-02-07 13:19:35.846743,Note that CO oxidation is also requested,8,446
836,2025-02-07 16:59:13.124848,Pitch 5.7 || Length 670 || AP 351,29,448
837,2025-02-07 19:23:12.209487,Pitch 5.7 || Length 625 || AP 351,29,447
838,2025-02-07 19:40:29.870011,Pitch 5.7mm || Length 625 mm || AP 351,29,449
839,2025-02-11 15:57:06.200630,HIGH NO2 TEST,11,450
840,2025-02-11 16:18:19.543793,City of Roseville CM21+ AP 1668 L 436 prev k 65,11,450
841,2025-02-11 16:18:35.513294,This is a retest,11,450
842,2025-02-13 19:35:54.008567,Plate || Pitch 5.7mm || Length 625 mm || AP 351,29,451
843,2025-02-13 20:13:15.458118,Honeycomb || Pitch 8.2 || Length 1295,29,452
844,2025-02-13 20:36:43.889474,Plate || Pitch 7.0mm || Length 625 mm || AP 285,29,453
845,2025-02-14 11:14:02.376353,See STOMPI for complete test conditions.,6,454
846,2025-02-14 11:14:08.437010,"Generic Sample IDs, actual Sample IDs TBD.",6,454
847,2025-02-17 13:06:50.198509,"5 Temperatures are 162.8, 204.4, 260.0, 315.6, 398.9",8,455
848,2025-02-24 10:47:15.413360,Plate || Pitch 7.0mm || Length 625 mm || AP 285,29,457
849,2025-02-24 10:50:18.930749,Pitch 5.7 || Length 670 || AP 351,29,458
850,2025-02-25 15:21:23.189129,CM21+ AP 1668 L 147,11,459
851,2025-02-25 16:21:03.850909,CM21+ AP 1668 L 147,11,460
852,2025-02-26 13:37:52.368453,Actual test sample ID added.  6333-0101-0007,6,381
853,2025-02-26 14:13:48.773530,"Actual sample IDs added for testing.  Load PN 6376 sample as 1st layer, load PN 6381 sample as 2nd layer.",6,397
854,2025-02-26 14:23:22.466716,PCN 6349 = ET Layer = Layer 1     /     PCN 6350 = MM Layer = Layer 2,6,406
855,2025-02-26 14:44:21.018343,See STOMPI for complete test conditions.,6,461
856,2025-02-26 14:44:26.415303,"Generic Sample ID, actual Sample ID TBD.",6,461
857,2025-02-26 14:53:23.398816,See STOMPI for complete test conditions.,6,462
858,2025-02-26 14:53:28.681333,"Generic Sample ID, actual Sample ID TBD.",6,462
859,2025-02-26 15:06:24.524805,See STOMPI for complete test conditions.,6,463
860,2025-02-26 15:06:30.081034,"Generic Sample IDs, actual Sample IDs TBD.",6,463
861,2025-02-26 15:07:20.674102,PCN 6401 = ET Layer = Layer 1     /     PCN 6402 = MM Layer = Layer 2,6,463
862,2025-02-26 16:16:29.703556,See STOMPI for complete test conditions.,6,464
863,2025-02-26 16:16:34.759190,"Generic Sample ID, actual Sample ID TBD.",6,464
864,2025-02-26 16:22:32.962477,See STOMPI for complete test conditions.,6,465
865,2025-02-26 16:22:37.324141,"Generic Sample ID, actual Sample ID TBD.",6,465
866,2025-02-26 16:29:28.189969,See STOMPI for complete test conditions.,6,466
867,2025-02-26 16:29:32.946063,"Generic Sample ID, actual Sample ID TBD.",6,466
868,2025-02-26 16:35:06.586661,See STOMPI for complete test conditions.,6,467
869,2025-02-26 16:35:11.330112,"Generic Sample ID, actual Sample ID TBD.",6,467
870,2025-02-27 09:38:02.191563,See STOMPI for complete test conditions.,6,468
871,2025-02-27 09:38:21.552106,2 layer test.  2 layers of 6371-0101-0201.,6,468
872,2025-02-27 10:53:54.191877,Actual sample IDs added for testing.,6,425
873,2025-02-27 10:55:45.941123,Actual sample ID added for testing.,6,383
874,2025-02-27 10:57:34.344335,Actual sample ID added for testing.,6,411
875,2025-02-27 12:09:38.298263,"Generic Sample ID, actual Sample ID TBD.",6,469
876,2025-02-27 12:09:53.952564,Standard Activity Test only.,6,469
877,2025-02-27 12:24:09.912365,Will need to be tested in Micro.,6,470
878,2025-02-27 12:24:14.182250,See STOMPI for complete test conditions.,6,470
879,2025-02-27 12:24:20.230807,"Generic Sample ID, actual Sample ID TBD.",6,470
880,2025-02-27 12:24:41.550732,Single layer test for Standard Test Condition.,6,470
881,2025-02-27 12:48:27.644436,See STOMPI for complete test conditions.,6,471
882,2025-02-27 12:48:31.341403,"Generic Sample ID, actual Sample ID TBD.",6,471
883,2025-02-27 12:53:32.295406,See STOMPI for complete test conditions.,6,472
884,2025-02-27 12:53:35.913472,"Generic Sample ID, actual Sample ID TBD.",6,472
885,2025-02-27 12:56:36.914410,See STOMPI for complete test conditions.,6,473
886,2025-02-27 12:56:40.650429,"Generic Sample ID, actual Sample ID TBD.",6,473
887,2025-02-27 13:10:31.345957,See STOMPI for complete test conditions.,6,474
888,2025-02-27 13:10:35.951813,"Generic Sample ID, actual Sample ID TBD.",6,474
889,2025-02-27 13:17:14.341296,See STOMPI for complete test conditions.,6,475
890,2025-02-27 13:17:18.456334,"Generic Sample ID, actual Sample ID TBD.",6,475
891,2025-02-27 15:41:46.989871,See STOMPI for complete test conditions.,6,476
892,2025-02-27 15:41:51.741492,"Generic Sample IDs, actual Sample IDs TBD.",6,476
893,2025-02-27 15:48:23.626677,"Can use element 6338-0101-0546 for 2nd layer of test load, if desired.",6,354
894,2025-02-28 12:30:16.849052,See STOMPI for complete test conditions.,6,477
895,2025-02-28 12:30:21.336553,"Generic Sample IDs, actual Sample IDs TBD.",6,477
896,2025-02-28 12:35:44.933752,Previous LR 25-00005,11,478
897,2025-02-28 12:36:14.878352,See STOMPI for complete test conditions.,6,479
898,2025-02-28 12:36:19.853536,"Generic Sample ID, actual Sample ID TBD.",6,479
899,2025-02-28 12:37:03.864217,**5 POINT CO TEST - 240 275 310 345 380 C**,11,478
900,2025-02-28 12:39:41.956067,See STOMPI for complete test conditions.,6,480
901,2025-02-28 12:39:45.802276,"Generic Sample ID, actual Sample ID TBD.",6,480
902,2025-02-28 12:52:10.972735,Actual sample ID added for testing.,6,475
903,2025-02-28 13:01:26.406465,Actual sample ID added for testing.,6,420
904,2025-02-28 13:01:37.038977,Actual sample ID added for testing.,6,426
905,2025-02-28 13:01:48.239903,Actual sample ID added for testing.,6,427
906,2025-02-28 13:02:38.810537,Actual sample ID added for testing.,6,367
907,2025-02-28 13:03:00.126229,Actual sample ID added for testing.,6,409
908,2025-02-28 13:09:00.327020,Waiting on new test sample with higher Pt loading to arrive from Cleveland in Durham.,6,351
909,2025-02-28 13:16:50.668471,See STOMPI for complete test conditions.,6,481
910,2025-02-28 13:16:55.633515,"Generic Sample IDs, actual Sample IDs TBD.",6,481
911,2025-02-28 13:28:21.716663,Actual sample IDs added for testing.,6,424
912,2025-02-28 13:47:37.417984,These tests are already completed.  Lab request entered post testing.,6,482
913,2025-02-28 14:30:11.019037,See STOMPI for complete test conditions.,6,483
914,2025-02-28 14:30:15.425884,"Generic Sample IDs, actual Sample IDs TBD.",6,483
915,2025-02-28 14:37:16.184499,See STOMPI for complete test conditions.,6,484
916,2025-02-28 14:37:21.477193,"Generic Sample IDs, actual Sample IDs TBD.",6,484
917,2025-02-28 14:40:51.217732,"Generic Sample ID, actual Sample ID TBD.",6,357
918,2025-02-28 14:46:13.170395,See STOMPI for complete test conditions.,6,485
919,2025-02-28 14:46:17.929243,"Generic Sample IDs, actual Sample IDs TBD.",6,485
920,2025-03-03 10:01:47.011173,Plate || Pitch 5.7mm || Length 625 mm || AP 351,29,486
921,2025-03-03 10:05:04.444145,Plate || Pitch 5.7mm || Length 625 mm || AP 351,29,487
922,2025-03-03 12:51:04.939531,Target Length 1136 Product Spec	S42-15STc AP-825,8,488
923,2025-03-03 12:52:04.992801,"No K guess, less than 54.8",8,488
924,2025-03-03 12:52:26.278032,"The sample is broken, but should be testable. Please confirm.",8,488
925,2025-03-03 14:46:25.886426,Actual sample ID added for testing.,6,385
926,2025-03-04 12:27:27.590933,Test strategy and conditions were updated in STOMPI on 3/4/2025.  Test sheet updated to reflect revised strategy and conditions.  Please see STOMPI for updated conditions.,6,397
927,2025-03-05 18:29:02.488364,CM21TG-ACT,12,489
928,2025-03-05 18:29:10.819898,156mm,12,489
929,2025-03-05 18:29:15.832110,1715,12,489
930,2025-03-05 18:29:38.431251,"NRG Energy, Saguaro",12,489
931,2025-03-05 18:29:46.435987,1 layer,12,489
932,2025-03-05 18:29:58.726180,Unit 1,12,489
933,2025-03-05 18:30:06.178874,72-75,12,489
